"Subject","Chapter","Question No","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Image Reference"
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","35","Patient has lacerated untidy wound of the leg and attended the casualty after 2 hours. His wound should be","Sutured immediately","Debrided and sutured immediately","Debrided and sutured secondarily","Cleaned and dressed","B","'B' [B & L 23rd ed 31 / 24th ed 1]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","36","Management of an open wound seen 12 hours after the injury","Suturing","Debridement and suture","Secondary suturing","Heal by granulation","B","'B' [B & L 23rd ed 31]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","37","Degloving injury is","Surgeon made wound","Lacerated wound","Blunt injury","Avulsion injury","D","'D' [B & L 23rd ed 34 / 24th ed 89]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","38","Delayed primary suturing can be done","Immediately","1 -5 days after surgery","c) > 5 days after surgery","Whenever required","B","'B' [Check Explanation Below]
Types of wound suturing:
• Primary suturing means suturing the wound immediately within 6 hrs.
• Delayed primary suturing means suturing the wound in 2-10 days.
• Secondary suturing means suturing the wound in 10-14 days or later.",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","39","Delayed primary closure is performed to:","Increase wound strength","Prevent wound infection","Hasten wound healing","To avoid pain of suture","B","'B' [B & L 23rd ed 29]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","40","The cold water treatment of burns has the disadvantages that it increase the chances of","Pain","Exudation","Infection","None of the above","C","'C' [B & L 23rd ed 193 / 24th ed 268]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","41","The 'rule of nines' may be used to estimate the total body surface area burnt in adults.","9%","18%","36%","45%","B","'B' [B & L 23rd ed 189 / 24th ed 269]
The 'rule of nines':
• Head - 9%
• Right upper limb - 9%
• Left upper limb - 9%
• Right lower limb - 18%
• Left lower limb - 18%
• Anterior trunk - 18%
• Posterior trunk - 18%
• Genitalia - 1%",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","42","The effects of burn injury are:","Cell necrosis only","Hypovolemia only","Multiple organ failure","All local and systemic effects","D","'D' [B & L 23rd ed 191]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","43","One of following is not seen in severe burns","Hypovolemia","Sepsis","Duodenal ulcer","Hyperthermia","D","'D' [B & L 23rd ed 192 / 24th ed 270]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","44","The initial colonization of a burn is by which microorganisms","Proteus","Pseudomonas","Staphylococcus","E. coli","C","'C' [B & L 23rd ed 192 / 24th ed 270]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","45","Deep skin burns is treated with","Split thickness graft","Full thickness graft","Amniotic membrane","Synthetic skin derivatives","B","'B' [B & L 23rd ed 195 / 24th ed 270]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","46","An Isograft indicates transfer of tissues between:","Related donors","Monozygotic twins","Parts of same individual","Unrelated donors","B","'B' [B & L 23rd ed 126 / 24th ed 184]

| Graft type | Description |
|---|---|
| Allograft / Homograft | Graft transferred from one individual to another of the same species |
| Heterograft | Graft taken from different species |
| ISO/Synergistic Graft | Transplant between identical twins |
| Autogenous Graft | Graft from the same individual |",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","47","A graft that has been derived from another species of a different genetic disposition is also known as a:","Allograft","Isograft","Homograft","Heterograft","D","'D' [KAR -2K]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","48","Commonest complication of immunosuppression is","Malignancy","Graft rejection","Infection","thrombocytopenia","C","'C' [B & L 23rd ed 126 / 24th ed 184]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","49","Highest chance of success in renal transplant is seen when the donor is the","Identical twin","Father","Mother","Sister","A","'A' [B & L 23rd ed 131 / 24th ed 190]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","50","Following drugs are known immunosuppressive agent except:","Prednisolone","Cephalosporin","Azathioprine","Cyclosporin -A","B","'B' [B & L 23rd ed 131 / 24th ed 190]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","51","Transplantation of kidney from mother to son is an example of","Autograft","Allograft","Isograft","Xenograft","B","'B' [B & L 23rd ed 126 / 24th ed 184]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","52","Scalds are due to","Chemicals","Dry heat","Moist heat","Electric burns","C","'C' [B & L 23rd ed 189 / 24th ed 270]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","53","'Rule of nines' in burns may be used to estimate","Body weight","Dehydration","Body surface area","All of the above","C","'C' [B & L 23rd ed 189 / 24th ed 270]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","54","Local effects of burns may include","Increased capillary permeability","Infection","Inflammation","All of the above","D","'D' [B & L 23rd ed 192 / 24th ed 270]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","55","Systemic effects from burning may include","Fluid loss","Multiple organ failure","Infection","All of the above","D","'D' [B & L 23rd ed 192 / 24th ed 270]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","56","Which of the following hormones have greatest effect on granulation tissue in wound healing","ADH","Oestrogen","Cortisol","Parathormone","B","'B' [MAN -98]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","57","Scar tissue is called","Granulation tissue","Keloid","Callus","All of the above","A","'A' [AIPG -93]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","58","Wolf's graft is","Partial thickness graft","Micro vascular free graft","Full thickness graft","Mucocutaneous flap","C","'C' [MAN -98]
• Thiersch graft - split thickness graft
• Wolf graft - full thickness graft",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","59","Wound contraction can be most effectively minimized by:","Split skin graft","Full thickness grafting","Allowing secondary granulation","Dressing with placenta","B","'B' [KAR-02]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","60","In an open injury during toileting and debridement, muscle viability is detected by:","Colour of the muscle","Muscle size","Muscle function","Muscle function","D","'D' [S.Das 4th ed 60]
Muscle viability is detected by 4 'C':
• Colour - dead muscle has dark unhealthy colour
• Contractility - dead muscles does not twitch
• Consistency - dead muscles has lost in turgor and mushy in consistency
• Capillary bleeding - dead muscle does not bleed at cut ends.",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","61","Treatment of dehydrated child patient is:","0.9% normal saline","5% dextrose","10% dextrose","50% dextrose","B","'B' [AIIPG-06]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","62","In the blood bank, platelets are stored at","18°C for 1 year","20 to 24°C for 35 days","20 to 24°C for 3 to 5 days","2 to 4°C for 35 days","B","'B' [COMED-2012]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","63","The most lethal of complications due to blood transfusion is:","Jaundice","Antigen antibody reaction","Hep. B transmission","HIV transmission","D","'D' [B & L 23rd ed 53 / 24th ed 67]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","64","Keloid scars:","Usually occur in the Caucasian race","Often occur in wounds which have healed perfectly without complications","Surgical treatment as a single modality has the least recurrence","Radiation should not be administered as it is a non-malignant condition","B","'B' [B & L 24th ed 93]
Usually occur in Afro-Caribbean and Oriental racial groups.

| Feature | Hypertrophic scar | Keloid scar |
|---|---|---|
| Genetic | Not familial | Familial |
| Race | Not race related | Black > White |
| Sex | Female = Male | F > M |
| Age | Children | 10 - 30 years |
| Borders | Remain within wound | Outgrows wound area |
| Site | Flexor surfaces | Sternum, shoulder, face |",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","65","The following is the first sign that appeared in shock:","Hypotension","Tachycardia","Hypertension","Syncope","B","'B' [AIPG-07, APPG-15]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","66","A patient is suffering from dehydration secondary to diarrhea. Which of the following Intravenous agent is used in this case?","10% glucose solution","Distilled water","0.9% saline","5% glucose solution","C","'C' [AIIMS-06]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","67","3rd degree burns, all are except","Vesicles are absent","Painful","Leathery skin","Charred & black","B","'B' [COMEDK-07]
Full thickness or 3rd degree burns:
• Whole of the dermis destroyed
• Charred and black
• Completely anaesthetised - No pain and bleeding",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","68","If during blood transfusion reaction develops in form of incompatibility, the first thing to be done is","Stop the transfusion","Inj Hydrocortisone to be given","Inj Chlorpheneramine maleate to be given","Inj Frusemide to be given","A","'A' [KCET-2011]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","69","Rule of 9 to estimate surface area of burnt patient was introduced by:","Mortiz Kaposi","Alexander & Wallace","Lister","Barclag","B","'B' [COMEDK-07]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","70","Ideal temperature of water to cool the burnt surface is:","15°","10°","8°","6°","B","'B' [COMEDK-07]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","71","Which of the following is the best parameter to assess fluid intake in a poly-trauma patient?","Urine output","BP","Pulse","Pulse oximetry","A","'A' [MCET-14]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","72","Blood clot of the size of a clenched fist is roughly equal to:","250ml","350ml","500ml","600ml","C","'C' [MCET-14]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","73","According to the 'rule of nine' in burns, what is the percentage of burns if both the upper limbs and lower limbs are involved?","24%","6%","54%","72%","C","'C' [KCET-2011]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","74","Massive transfusion in previous healthy adult male can cause haemorrhage due to:","Increased EPA","Dilutional thrombocytopenia","Vit K deficiency","Decreased fibrinogen","B","'B' [B & L 24th ed 64]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","75","Best vein for total parental nutrition is:","Subclavian vein","Femoral vein","Branchall","Saphenous","A","'A' [B & L 24th ed 81, 87]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","76","Haemaccel contains:","Albumin","Degraded gelatin","Calcium","Sodium","B","'B' [B & L 24th ed 66]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","77","Fibroblast in healing wound derived from:","Local mesenchyne","Epithelium","Endothelium","Vascular fibrosis","A","'A' [B & L 23rd ed 126 / 24th ed 184]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","78","Limb salvage primarily depends on:","Vascular injury","Skin cover","Bone injury","Nerve injury","A","'A' [B & L 24th ed 268]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","79","Worst position of scars is:","Back","Shoulder","Sternum","Abdomen","C","'C' [B & L 23rd ed 31]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","80","In hemorrhagic shock, hypotension occurs when blood loss is more than:","10% - 15%","15% - 30%","30% - 40%","More than 40%","D","'D' [S. Das 4th ed 10]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","81","High tension electrical burns from overhead electrical lines can cause:","Myoglobinurea and Acute renal failure","Severe alkalosis","No ECG change will be seen in the first 24 hrs","Blood vessels are spared","A","'A' [AIIMS-07]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","82","First priority in management of burn injury is","Exposure","Fluid resuscitation","Circulation","Airway control","D","'D' [KCET-08]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","83","Most common cause of post-operative shock is-","Hypokalaemia","Cardiogenic","Septic","Air embolism","C","'C' [KCET-09]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","84","Rapid infusion of blood causes","Acute Left heart failure","Ankle edema","Pulmonary edema","Respiratory Distress","C","'C' [AP-10]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","85","Golden period for treating wounds is upto:","2 hrs","4 hrs","6 hrs","8 hrs","C","'C' [IGNOU-10]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","86","Wound healing is","Impaired in anaemic patients","Not impaired by hypoproteinaemia","Stimulated by steroids","More rapid in young than in old","D","'D' [KCET-09]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","87","Which of the following is transfused in a patient who has severe burn injuries?","Plasma","Blood","Platelets","Erythrocytes","A","'A' [KAR-2013]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","88","Hypertonic solution is used in all except","Prolonged bowel surgery","Cardiac type IV shock","Brain injury","Burn","A","'A' [AIIMS NOV-13]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","89","For treatment of shock, if colloid infusion is used, the ratio at which the blood loss is compensated, is","1:2","1:1","1:3","1:5","B","'B' [GCET-14]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","90","Jugular venous pressure is created in","Haemorrhagic shock","Cardiogenic shock","Neurogenic shock","None of the above","B","'B' [GCET-14]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","91","Main cause of shock is?","Hypoxia","Hypotension","Hypoperfusion of tissue","Not recalled","C","'C' [PGI DEC-2013]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","92","Fresh frozen plasma is used in?","Acute blood loss","Nutritive support","Decreased blood volume","Specific receptor deficiency","D","'D' [PGI DEC-2013]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","93","All the following are characteristic feature of anaphylactic shock EXCEPT","Angioedema","Urticarial rash","Pedal edema","Flushing","C","'C' [COMEDK-15]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","94","The colloidal plasma expander used in treatment of hypovolemic shock is","5% dextrose saline","Normal saline","Ringer lactate","6% dextran","D","'D' [MHCET-15]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","95","A patient is not responding even after undergoing multiple platelet transfusion. Which of the following will be the best treatment for him?","Random platelet donor","Single platelet donor","HLA matched platelet","Irradiated platelets","C","'C' [AIIMS NOV-14]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","96","Delayed haemolytic transfusion involves all except?","Positive DAT","Spherocytes positive","Haemoglobinuria","Reduced haemoglobin","B","'B' [AIIMS NOV-14]",""
"General Surgery","8. Arterial and Venous Disorders","1","Intermittent claudication is caused by","Venous occlusion","Arterial insufficiency","Neural compression","Muscular dystrophy","B","'B' [B & L 23rd ed 200 / 24th ed 920]
The symptoms produced by arterial stenosis or occlusion:
• Lower limb - claudication, rest pain and gangrene
• Brain - hemiplegia and transient ischemic attacks
• Myocardium - Angina and myocardial infarction",""
"General Surgery","8. Arterial and Venous Disorders","2","Buerger's disease is seen in","Only male","Age less than 40","Age more than 40","Smoker","A","'A' and 'D' [B & L 23rd ed 231 / 24th ed 951]

| Feature | Buerger's Disease | Raynaud's Syndrome |
|---|---|---|
| Type | Arterial occlusive disease mainly affecting lower limbs. | Vasospastic condition affecting upper limbs. |
| Affected | Occurs in men from 20-40 years and in smokers | Usually occurs in young women |
| Abstinence from smoking and sympathectomy are useful | Protection from cold and of calcium antagonists use is the conservative treatment. |",""
"General Surgery","8. Arterial and Venous Disorders","3","Most common cause of death in patients with Buerger's disease is","Gangrene","Pulmonary embolism","Myocardial infarction","Carcinoma lung","C","'C' [B & L 23rd ed 231 / 24th ed 950]",""
"General Surgery","8. Arterial and Venous Disorders","4","Commonest cause of A-V fistulae is","Congenital","Traumatic","Surgical creation","Tumor erosion","B","'B' [B & L 23rd ed 230,231/24th ed 950]",""
"General Surgery","8. Arterial and Venous Disorders","5","Not a feature of intermittent claudication","Cramp like pain particularly in calf muscles","Brought on by walking and relieved by standing still","Present on taking the first step","Caused due to arterial insufficiency","C","'C' [B & L 23rd ed 200 / 24th ed 920]
Intermittent claudication is a cramp like pain felt mostly in the calf muscle that:
• Is brought on by walking
• Is not present on taking the first step
• Is relieved by standing still",""
"General Surgery","8. Arterial and Venous Disorders","6","Pregangrene is the combination of all except","Rest pain","Anaesthesia","Oedema","Colour changes","A","'A' [B & L 23rd ed 200 / 24th ed 920]
Pregangrene is a combination of rest pain, colour changes and hyperaesthesia with or without ischemic ulceration.",""
"General Surgery","8. Arterial and Venous Disorders","7","Management of arterial occlusion may include","Stopping smoking","Sympathectomy","Analgesics","All of the above","D","'D' [B & L 23rd ed 206 / 24th ed 926]",""
"General Surgery","8. Arterial and Venous Disorders","8","The treatment of Buerger's disease includes","Reflex heating","Bed rest","Anticoagulant therapy","Sympathectomy","D","'D' [B & L 23rd ed 232 / 24th ed 951]",""
"General Surgery","8. Arterial and Venous Disorders","9","The following is an inappropriate statement on Buerger's disease","Intermittent claudication is the first symptom","It is commonly in smokers and smoking has to be avoided during treatment","Incidence is higher in diabetics and middle aged females","The first presentation may be dry gangrene of toes","C","'C' [B & L 23rd ed 231 / 24th ed 951]",""
"General Surgery","8. Arterial and Venous Disorders","10","Preferred material for femoro popliteal bypass","Dacron","PTFE","Saphenous vein","Gortex","C","'C' [B & L 23rd ed 210 / 24th ed 929]",""
"General Surgery","8. Arterial and Venous Disorders","11","Commonest cause of abdominal aortic aneurysm","Atherosclerosis","Marfan's syndrome","Thrombosis","Endocarditis","A","'A' [B & L 23rd ed 226 / 24th ed 945]",""
"General Surgery","8. Arterial and Venous Disorders","12","The most common complication of an aortic aneurysm size 8 cm is","Rupture","Intramural thrombosis","Embolism","Calcification","A","'A' [B & L 23rd ed 227 / 24th ed 945]",""
"General Surgery","8. Arterial and Venous Disorders","13","Raynaud's phenomenon is seen in all except","Atherosclerosis","Scleroderma","Buerger's disease","Juvenile arthritis","D","'D' [B & L 23rd ed 232,231 / 24th ed 945]",""
"General Surgery","8. Arterial and Venous Disorders","14","All are true about Raynaud's phenomenon except","Intense vasospasm of peripheral arteries","More common in women","Nifedipine is not useful","Beta blockers and cold exposure avoided","C","'C' [B & L 23rd ed 232 / 24th ed 951, 952]",""
"General Surgery","8. Arterial and Venous Disorders","15","Commonest type of aortic aneurysm","Arch of aorta","Abdominal aorta","Thoracic aorta","Common iliac","B","'B' [B & L 23rd ed 226 / 24th ed 945]",""
"General Surgery","8. Arterial and Venous Disorders","16","All of the following are seen in deep vein thrombosis except","Pain","Discolouration","Swelling","Claudication","D","'D' [B & L 23rd ed 253 / 24th ed 957]",""
"General Surgery","8. Arterial and Venous Disorders","17","The following is the commonest site for venous ulcer","Instep of foot","Lower 1/3 leg and ankle","Lower 2/3 of leg","Middle 1/3 of leg","B","'B' [B & L 23rd ed 240 / 24th ed 954]",""
"General Surgery","8. Arterial and Venous Disorders","18","All of following may be predisposing factors for deep vein thrombosis except","Oral contraceptives","Nephrotic syndrome","Sickle cell anemia","Thrombocytosis","D","'D' [B & L 23rd ed 253 / 24th ed 957]
Risk factors for deep vein thrombosis are:
• Old age • Recent orthopaedic surgery of lower limbs • Oral contraceptives • Thrombophilia • Nephrotic syndrome",""
"General Surgery","8. Arterial and Venous Disorders","19","Pulsating varicose vein is due to","Arterio venous fistula","Sapheno femoral incompetence","Deep vein thrombosis","Abdominal tumour","A","'A' [S. Das 3rd ed 194]",""
"General Surgery","8. Arterial and Venous Disorders","20","Operations for varicose veins are best accomplished by","Stripping","Multiple subcutaneous ligatures","Subfascial ligatures","Division and ligation at the superficial venous system","D","'D' [B & L 23rd ed 245 / 24th ed 962]",""
"General Surgery","8. Arterial and Venous Disorders","21","Chronic lymphedema predisposes to all except","Lymphangiosarcoma","Marjolins ulcer","Recurrent infections","Thickening of skin","B","'B' [B & L 23rd ed 260 / 24th ed 977]",""
"General Surgery","8. Arterial and Venous Disorders","22","Commonest cause of unilateral pedal edema in India is","Filariasis","Post traumatic","Post irradiation","Milroy's disease","A","'A' [B & L 23rd ed 263 / 24th ed 980]",""
"General Surgery","8. Arterial and Venous Disorders","23","Predisposing cause of deep vein thrombosis is:","Ambulatory patient","Decreased blood flow","Diabetes mellitus","High metabolic rate in aged","B","'B' [B & L 23rd ed 251 / 24th ed 954]
Virchows predisposing factors for deep vein thrombosis are:
• Changes in the vessel wall
• Decreased blood flow
• Increased coagulability of the blood",""
"General Surgery","8. Arterial and Venous Disorders","24","The main source for pulmonary embolism:","Haemorrhoids","Deep leg vein","Portal vein","None of the above","B","'B' [Robbins 7th ed 95]",""
"General Surgery","8. Arterial and Venous Disorders","25","Lumbar sympathectomy is of value in the management of:","Intermittent claudication","Distal ischaemia affecting the skin of the toes","Arteriovenous Fistula","Back pain","B","'B' [S.Das Surgery 3rd ed 154]",""
"General Surgery","8. Arterial and Venous Disorders","26","Symptoms and signs of peripheral arterial occlusion are classically remembered as 5 P's","Shock","Pallor","Pain","Pulselessness","B","'B' [B & L 24th ed 933]
Symptoms and signs of peripheral arterial occlusion are classically remembered as 5 P's:
• Pain • Pallor • Pulselessness • Paralysis • Paraestheis",""
"General Surgery","8. Arterial and Venous Disorders","27","Diabetic gangrene is due to all except:","Vasospasm","Atherosclerosis","Peripheral neuritis","Increased sugar in blood","A","'A' [B & L 24th ed 938]",""
"General Surgery","8. Arterial and Venous Disorders","28","The sequence of symptoms in pulmonary embolism is:","Fever, pain, dyspnoea","Fever, dyspnoea","Dyspnoea, pain, haemoptysis","Dyspnoea, cough, purulent sputum","C","'C' [Harrison 16th ed 1561]",""
"General Surgery","8. Arterial and Venous Disorders","29","Gold standard diagnostic test in varicose veins is:","Photoplethysmography","Duplex imaging","Ultrasonography","Radio-labelled Fibrinogen study","B","'B' [B & L 24th ed 960]",""
"General Surgery","8. Arterial and Venous Disorders","30","The most common cause of superficial thrombophlebitis is:","Trauma","Infection","Varicosities","Intravenous infusion","D","'D' [B & L 24th ed 972]",""
"General Surgery","8. Arterial and Venous Disorders","31","The duration of heparin therapy in deep vein thrombosis is:","7 - 10 days","15 - 20 days","3 - 4 days","1 month","A","'A' [B & L 24th ed 971]",""
"General Surgery","8. Arterial and Venous Disorders","32","Test for varicose veins include","Cough-impulse test","Trendelenburg test","Schwartz test","All of the above","D","'D' [KAR-2013]",""
"General Surgery","9. Miscellaneous","1","Expansile lytic osseous metastases are characteristic of primary malignancy of:","Kidney","Bronchus","Breast","Prostate","A","'A' [B & L 24th ed 1330]",""
"General Surgery","9. Miscellaneous","2","A 5-year old patient is scheduled for tonsillectomy. On the day of surgery he had running nose, temperature 37.5°C and dry cough. Which of the following should be the most appropriate decision for surgery?","Surgery should be cancelled","Can proceed for surgery if chest is clear","Should get x-ray chest before proceeding for surgery","Cancel surgery for 3 week and patient to be on antibiotic","D","'D' [ENT Dhingra 3rd ed 490]",""
"General Surgery","9. Miscellaneous","3","Androphonia can be corrected by doing:","Type 1 Thyroplasty","Tye 2 Thyroplasty","Type 3 Thyroplasty","Type 4 Thyroplasty","C","'C' [ENT Dhingra 3rd ed 364]

| Type | Description |
|---|---|
| Type I | Medial displacement of vocal cord |
| Type II | Lateral displacement of vocal cord to improve airway |
| Type III | Shorten / relax the vocal cord. Done in puberphonia/mutational falsetto voice |
| Type IV | Lengthen / tighten the vocal cord. Done in Androphonia |",""
"General Surgery","9. Miscellaneous","4","Laryngocele arises as a herniation of laryngeal mucosa through the following membrane:","Thyrohyoid","Cricothyroid","Crico-tracheal","Cricosternal","A","'A' [ENT Dhingra 3rd ed 367]",""
"General Surgery","9. Miscellaneous","5","All the statements are true about exostosis except:","It occurs at the growing end of bone","Growth continues after skeletal maturity","It is covered by cartilaginous cap","Malignant transformation may occur","B","'B' [B & B 24th ed 434]",""
"General Surgery","9. Miscellaneous","6","Dacron vascular graft is a:","Nontextile synthetic","Textile synthetic","Nontextile biologic","Textile biologic","B","'B' [AIPG-06]",""
"General Surgery","9. Miscellaneous","7","All post-operative patients must be supplemented with oxygen concentration of at least:","50-60%","40-45%","30-35%","20-25%","B","'B' [COMEDK-07]",""
"General Surgery","9. Miscellaneous","8","Sentinel lymphnode is:","Group of Lymphnodes","First stop along the route of lymphatics","A node that is skipped during distant metastasis","Distant metastatic node","B","'B' [COMEDK-07]
Sentinel node biopsy is done in melanoma and breast cancer.",""
"General Surgery","9. Miscellaneous","9","Which of the following affects the wound healing most:","Cortisol","Growth hormone","Thyroxin","Adrenaline","A","'A' [S.Das Surgery 3rd ed 5, 7]
Excess corticosteroid administration inhibits granulation tissue formation.",""
"General Surgery","9. Miscellaneous","10","Premature synostosis of coronal sutures along with basal sutures shows which of the following features:","Brachycephaly","Oxycephaly","Trigonocephaly","Scandomocephaly","B","'B' [Check Explanation Below]",""
"General Surgery","9. Miscellaneous","11","The endotracheal tube is inserted in:","Right bronchus","Left bronchus","Trachea","in Laryngopharynx","C","'C' [Check Explanation Below]",""
"General Surgery","9. Miscellaneous","12","Mallampatti test is used for:","To check the size of tongue for laryngoscope","To check the movement of cervical spine","To check the flexion and extension of neck","To check the size of endotracheal tube","A","'A' [BHU-07]
Mallampati classification is based on the structures visualized with maximal mouth opening and tongue protrusion in sitting position.",""
"General Surgery","9. Miscellaneous","13","Lucid interval is noted in:","Injury to head","Injury to neck","Injury to eye","Injury to the abdomen","A","'A' [Ref. Synopsis]
In case of extradural hemorrhage, when the hematoma has reached a considerable size, it causes sufficient rise in intracranial pressure. The time taken to form such a big hematoma to cause sufficient rise in intracranial pressure to cause unconsciousness following head injury is known as 'Lucid interval'.",""
"General Surgery","9. Miscellaneous","14","Which of the following commonly used topical antiseptics has antifungal activity?","Povidone-Iodine","Cetrimide","Chlorhexidine","Alcohol","A","'A' [COMEDK-08]",""
"General Surgery","9. Miscellaneous","15","In cases of medical emergencies, an invasive technique to deal with airway obstruction is:","Chest thrust","Abdominal thrust","Mouth to mouth resuscitation","Laryngoscopy","B","'B' [KCET-08]",""
"General Surgery","9. Miscellaneous","16","The following is not a type of fracture:","Traumatic","Pathological","Anatomical","Stress","C","'C' [KCET-07]",""
"General Surgery","9. Miscellaneous","17","The anesthetic drug injected for paravertebral block is least likely to diffuse to-","Epidural space","Subarachnoid space","Intercostal space","Superior and inferior paravertebral space","B","'B' [AIIMS-09]",""
"General Surgery","9. Miscellaneous","18","Which of the following is not ture about increased intracranial pressure","Headache","Nausea / vomiting","Muscle twitching","Somnolence","C","'C' [AIIMS-09]",""
"General Surgery","9. Miscellaneous","19","A patient with multiple injuries exhibit paradoxical chest movements during inspiration and expiration due to?","Pneumothorax","Flail chest","Cardiac temponade","Hemothorax","B","'B' [AIPG-09]",""
"General Surgery","9. Miscellaneous","20","When a minimal injury as a glancing blow is struck, to what variable is related?","Position of strike","Area of strike","Angulation of strike","Location of strike","C","'C' [AIPG-09]",""
"General Surgery","9. Miscellaneous","21","In an emergency, which of the following blood groups can be transfused without cross-matching:","B+ve","AB+ve","O+ve","O-ve","D","'D' [KCET-09]",""
"General Surgery","9. Miscellaneous","22","Which of the following venous sinuses is more likely to be affected with thrombosis in chronic otitis media and mastoiditis?","Cavernous","Inter-Cavernous","Sigmoid","Superior petrosal","C","'C' [COMED-10]",""
"General Surgery","9. Miscellaneous","23","Which of the following hormones have greatest effect on granulation tissue in wound healing?","ADH","Oestrogen","Cortisol","Parathormone","B","'B' [AIPG-10]",""
"General Surgery","9. Miscellaneous","24","Sudden loud sound is more likely to damage the cochlea than prolonged sounds because","Basilar fibers are sensitive to sudden sounds but adapt to prolonged sounds","a sudden sound carries more energy","tympanic membrane becomes flaccid during prolonged loud sounds","there is a latent period before the attenuation reflex can occur","D","'D' [COMED-10]",""
"General Surgery","9. Miscellaneous","25","Pre-auricular sinus-","Is always unilateral","Usually painful","May be in close proximity to greater auricular nerve","Recurrence after excision is common.","D","'D' [COMED-10]",""
"General Surgery","9. Miscellaneous","26","Which of the following is used to measure pain intensity-","Visual analog scale","Visual anaesthesia score","Verifiable assessment of soreness","Visual assessment of soreness","A","'A' [COMEDK-09]",""
"General Surgery","9. Miscellaneous","27","The beneficial effect of oxygen therapy in histotoxic hypoxia is about","0%","50%","100%","30%","A","'A' [KECT-10]
Histotoxic hypoxia is defined as the inability of the tissues to use oxygen. Examples are carbon monoxide and cyanide poisoning.",""
